Chr,Gene,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr11,PF3D7_1133400,0.776,-2.387,1860,84
chr11,PF3D7_1133500,0.124,-2.827,83,7
chr11,PF3D7_1133600,0.134,-3.183,236,16
chr11,PF3D7_1133700,1,-1.847,374,16
chr11,PF3D7_1133800,0.123,-3.149,251,17
chr11,PF3D7_1133900,1,-2.468,676,33
chr11,PF3D7_1134000,0.182,-2.879,59,11
chr11,PF3D7_1134100,0.995,-2.894,92,3
chr11,PF3D7_1134200,0.16,-3.249,1198,30
chr11,PF3D7_1134300,1,-1.442,1691,32
chr11,PF3D7_1134400,0.12,-3.033,36,3
chr11,PF3D7_1134500,0.181,-3.306,1085,33
chr11,PF3D7_1134600,1,-2.522,1631,39
chr11,PF3D7_1134700,0.12,-2.941,288,16
chr11,PF3D7_1134800,0.142,-3.396,81,4
chr11,PF3D7_1134900,0.157,-2.808,321,12
chr11,PF3D7_1135000,0.66,-2.879,40,3
chr11,PF3D7_1135100,0.12,-3.018,408,49
chr11,PF3D7_1135200,0.842,-2.924,,
chr11,PF3D7_1135300,0.175,-2.603,111,8
chr11,PF3D7_1135400,0.456,-3.016,45,5
chr11,PF3D7_1135500,0.119,-3.49,122,2
chr11,PF3D7_1135600,1,-0.854,873,32
chr11,PF3D7_1135700,0.14,-2.947,23,2
chr11,PF3D7_1135800,0.123,-2.718,105,6
chr11,PF3D7_1135900,0.123,-3.073,28,2
chr11,PF3D7_1136000,1,-0.18,1576,23
chr11,PF3D7_1136100,1,-0.778,361,13
chr11,PF3D7_1136200,1,-2.026,652,26
chr11,PF3D7_1136300,1,-2.071,518,18
chr11,PF3D7_1136400,0.13,-2.91,599,19
chr11,PF3D7_1136500,0.225,-2.966,5,1
chr11,PF3D7_1136600,0.123,-2.986,1102,28
chr11,PF3D7_1136700,0.19,-3.284,135,2
chr11,PF3D7_1136800,0.12,-3.149,75,3
chr11,PF3D7_1136900,0.139,-2.957,976,49
chr11,PF3D7_1137000,,,4,1
chr11,PF3D7_1137100,0.372,-2.535,200,9
chr11,PF3D7_1137200,1,0.071,231,7
chr11,PF3D7_1137300,1,-2.335,266,10
chr11,PF3D7_1137400,0.993,-1.012,93,4
chr11,PF3D7_1137500,0.429,-2.416,50,2
chr11,PF3D7_1137600,1,1.448,540,13
chr11,PF3D7_1137700,1,-0.586,445,11
chr11,PF3D7_1137800,1,-1.009,70,6
chr11,PF3D7_1137900,0.85,-3.024,841,28
chr11,PF3D7_1138000,0.12,-2.967,2197,36
chr11,PF3D7_1138100,0.301,-2.462,58,4
chr11,PF3D7_1138200,0.164,-2.692,55,3
chr11,PF3D7_1138300,0.947,-1.533,102,3
chr11,PF3D7_1138350,,,61,3
chr11,PF3D7_1138400,0.954,-2.882,2110,41
chr11,PF3D7_1138500,0.19,-2.797,427,16
chr11,PF3D7_1138600,1,-1.099,218,4
chr11,PF3D7_1138700,0.831,-2.986,1194,23
chr11,PF3D7_1138800,0.125,-2.867,1185,23
chr11,PF3D7_1139100,1,-0.063,1148,27
chr11,PF3D7_1139200,0.139,-3.221,164,8
chr11,PF3D7_1139300,1,-2.777,1915,41
chr11,PF3D7_1139500,1,-1.669,192,9
chr11,PF3D7_1139600,0.156,-2.723,531,18
chr11,PF3D7_1139700,0.119,-3.079,133,4
chr11,PF3D7_1139800,0.125,-3.065,1334,21
chr11,PF3D7_1139900,0.198,-2.836,92,3
chr11,PF3D7_1140000,0.203,-2.805,407,20
chr11,PF3D7_1140100,0.831,-2.068,4,1
chr11,PF3D7_1140200,0.422,-2.428,387,14
chr11,PF3D7_1140300,0.613,-3.206,107,6
chr11,PF3D7_1140400,0.189,-3.016,58,5
chr11,PF3D7_1140500,1,-2.507,787,20
chr11,PF3D7_1140600,1,-2.099,1222,19
chr11,PF3D7_1140700,1,-0.141,1047,34
chr11,PF3D7_1140800,0.134,-2.921,406,11
chr11,PF3D7_1140900,0.123,-3.074,2092,59
chr11,PF3D7_1141000,0.578,-2.461,465,12
chr11,PF3D7_1141100,1,-0.393,1689,31
chr11,PF3D7_1141200,1,0,20,1
chr11,PF3D7_1141300,0.12,-3.05,536,11
chr11,PF3D7_1141400,0.226,-2.53,167,9
chr11,PF3D7_1141500,0.608,-2.703,122,6
chr11,PF3D7_1141600,0.128,-2.885,74,1
chr11,PF3D7_1141700,0.121,-2.867,151,3
chr11,PF3D7_1141800,0.993,-2.659,73,4
chr11,PF3D7_1141900,1,-1.121,334,20
chr11,PF3D7_1142000,0.148,-2.895,436,14
chr11,PF3D7_1142100,1,-2.661,2011,35
chr11,PF3D7_1142200,1,-1.695,129,6
chr11,PF3D7_1142300,0.532,-2.432,1178,23
chr11,PF3D7_1142400,0.121,-3.078,57,1
chr11,PF3D7_1142500,0.147,-3.434,46,5
chr11,PF3D7_1142600,0.127,-2.613,38,3
chr11,PF3D7_1142700,0.128,-2.892,535,17
chr11,PF3D7_1142800,0.171,-2.815,72,1
chr11,PF3D7_1142900,0.238,-2.647,251,7
chr11,PF3D7_1143000,0.122,-3.126,140,4
chr11,PF3D7_1143100,0.406,-2.557,1413,36
chr11,PF3D7_1143200,1,-1.058,158,13
chr11,PF3D7_1143300,0.129,-2.889,103,6
chr11,PF3D7_1143400,0.978,-2.774,4,2
chr11,PF3D7_1143500,1,-1.116,766,25
chr11,PF3D7_1143600,0.907,-2.266,150,8
chr11,PF3D7_1143700,0.985,-2.702,572,9
chr11,PF3D7_1143800,0.12,-3.012,503,30
chr11,PF3D7_1143900,0.572,-3.067,152,7
chr11,PF3D7_1144000,0.776,0,6,1
chr11,PF3D7_1144100,0.222,-4.036,14,1
chr11,PF3D7_1144200,1,-0.008,236,11
chr11,PF3D7_1144300,,,1,1
chr11,PF3D7_1144400,1,-2.314,1310,24
chr11,PF3D7_1144500,0.154,-2.669,103,4
chr11,PF3D7_1144600,0.21,-2.701,115,3
chr11,PF3D7_1144700,0.12,-3.003,85,6
chr11,PF3D7_1144800,0.204,-2.694,343,10
chr11,PF3D7_1144900,0.78,-2.414,13,2
chr11,PF3D7_1145000,0.995,-1.41,430,9
chr11,PF3D7_1145100,0.133,-3.165,334,10
chr11,PF3D7_1145200,1,-2.278,2159,38
chr11,PF3D7_1145300,0.222,-2.581,49,1
chr11,PF3D7_1145400,0.12,-3.055,143,4
chr11,PF3D7_1145500,1,-0.269,463,25
chr11,PF3D7_1145600,0.241,-2.714,353,11
chr11,PF3D7_1145700,0.131,-3.049,352,23
chr11,PF3D7_1145800,0.203,-2.592,1389,47
chr11,PF3D7_1145900,1,-0.662,220,8
chr11,PF3D7_1146000,0.13,-2.961,374,15
chr11,PF3D7_1146100,0.142,-2.886,84,6
chr11,PF3D7_1146200,0.182,-2.611,88,5
chr11,PF3D7_1146300,0.748,-2.967,123,8
chr11,PF3D7_1146500,0.774,-1.133,129,13
chr11,PF3D7_1146600,1,-2.157,771,23
chr11,PF3D7_1146700,1,0.591,478,14
chr11,PF3D7_1146800,1,-1.589,1952,25
chr11,PF3D7_1146900,0.565,-2.48,53,2
chr11,PF3D7_1147000,1,-0.719,2030,29
chr11,PF3D7_1147100,0.698,-3.542,51,1
chr11,PF3D7_1147200,1,-1.94,1784,27
chr11,PF3D7_1147300,1,-2.1,711,24
chr11,PF3D7_1147400,0.153,-2.944,17,2
chr11,PF3D7_1147500,0.128,-3.062,616,19
chr11,PF3D7_1147600,0.868,-1.676,181,6
chr11,PF3D7_1147700,1,-1.703,35,3
chr11,PF3D7_1147800,1,-0.858,196,6
chr11,PF3D7_1147900,0.141,-3.386,29,3
chr11,PF3D7_1148000,0.119,-2.973,530,21
chr11,PF3D7_1148100,,,3,1
chr11,PF3D7_1148500,,,1,1
chr11,PF3D7_1148620,,,1,1
chr11,PF3D7_1148700,0.386,-2.739,262,28
chr11,PF3D7_1148800,1,-2.514,152,11
chr11,PF3D7_1148900,1,-1.596,10,2
chr11,PF3D7_1149000,1,-0.293,89,0
chr11,PF3D7_1149100,0.983,-2.738,70,7
chr11,PF3D7_1149200,1,-2.517,516,16
chr11,PF3D7_1149300,1,-2.749,233,8
chr11,PF3D7_1149400,0.449,-2.342,102,17
chr11,PF3D7_1149500,1,-2.81,,
chr11,PF3D7_1149600,1,-0.493,882,71
chr11,PF3D7_1149700,0.418,-3.2,,
chr11,PF3D7_1149800,1,-1.316,,
chr11,PF3D7_1149900,0.27,-2.556,,
chr11,PF3D7_1150000,0.758,-2.244,,
chr11,PF3D7_1150100,0.171,-3.041,,
chr11,PF3D7_1150200,0.194,-2.634,,
chr11,PF3D7_1150300,0.408,-2.396,,
chr12,PF3D7_1200100,1,-2.01,,
chr12,PF3D7_1200200,0.422,-2.598,,
chr12,PF3D7_1200300,1,-1.269,,
chr12,PF3D7_1200400,1,-1.803,,
chr12,PF3D7_1200500,0.381,-2.617,,
chr12,PF3D7_1200600,1,-1.899,,
chr12,PF3D7_1200700,1,-2.229,361,42
chr12,PF3D7_1200800,1,-2.428,198,19
chr12,PF3D7_1200900,0.31,-2.581,109,9
chr12,PF3D7_1201000,0.967,-2.448,184,25
chr12,PF3D7_1201100,1,-2.206,305,22
chr12,PF3D7_1201200,0.873,-2.551,77,8
chr12,PF3D7_1201300,0.146,-3.281,22,6
chr12,PF3D7_1201400,1,-0.945,1910,61
chr12,PF3D7_1201500,0.122,-3.045,138,10
chr12,PF3D7_1201600,0.643,-3.088,74,10
chr12,PF3D7_1201700,0.179,-2.897,72,8
chr12,PF3D7_1201800,0.139,-3.104,79,1
chr12,PF3D7_1201900,0.978,0.672,60,6
chr12,PF3D7_1202000,0.119,-2.992,331,13
chr12,PF3D7_1202100,0.53,-2.382,218,13
chr12,PF3D7_1202200,0.736,-2.302,80,7
chr12,PF3D7_1202300,1,-0.865,2990,30
chr12,PF3D7_1202400,0.599,-2.292,29,2
chr12,PF3D7_1202500,0.982,-2.691,736,20
chr12,PF3D7_1202600,0.215,-2.72,756,17
chr12,PF3D7_1202700,0.226,-2.862,226,12
chr12,PF3D7_1202800,0.132,-3.489,76,6
chr12,PF3D7_1202900,0.339,-2.546,5,2
chr12,PF3D7_1203000,0.937,-2.52,404,12
chr12,PF3D7_1203100,0.2,-2.655,127,11
chr12,PF3D7_1203200,0.153,-3.202,43,2
chr12,PF3D7_1203300,0.138,-3.114,597,15
chr12,PF3D7_1203400,1,0.3,570,11
chr12,PF3D7_1203500,0.128,-2.983,288,10
chr12,PF3D7_1203600,0.12,-3.029,54,1
chr12,PF3D7_1203700,0.139,-3.031,19,1
chr12,PF3D7_1203800,,,2,1
chr12,PF3D7_1203900,0.554,-2.159,3,1
chr12,PF3D7_1204000,0.175,-2.844,82,2
chr12,PF3D7_1204100,1,-1.354,752,23
chr12,PF3D7_1204200,0.999,-2.551,311,16
chr12,PF3D7_1204300,1,0,7,1
chr12,PF3D7_1204400,0.999,-2.254,167,5
chr12,PF3D7_1204500,0.126,-3.204,65,1
chr12,PF3D7_1204600,0.142,-2.665,152,6
chr12,PF3D7_1204700,0.132,0,56,3
chr12,PF3D7_1204900,0.999,-1.915,72,4
chr12,PF3D7_1205000,0.476,-2.525,394,13
chr12,PF3D7_1205100,1,-1.306,235,7
chr12,PF3D7_1205200,0.132,-3.193,124,5
chr12,PF3D7_1205300,0.12,-3.25,181,10
chr12,PF3D7_1205400,1,-2.114,1089,41
chr12,PF3D7_1205500,1,-2.234,871,27
chr12,PF3D7_1205600,0.149,-2.679,89,6
chr12,PF3D7_1205700,1,-1.692,92,3
chr12,PF3D7_1205800,1,-2.862,1370,25
chr12,PF3D7_1205900,0.142,-2.817,381,12
chr12,PF3D7_1206000,1,-2.559,58,4
chr12,PF3D7_1206100,0.991,-0.085,37,1
chr12,PF3D7_1206200,0.123,-2.98,211,13
chr12,PF3D7_1206300,0.599,-2.564,440,6
chr12,PF3D7_1206400,0.999,-0.46,120,2
chr12,PF3D7_1206500,1,-2.178,177,5
chr12,PF3D7_1206600,0.972,-2.834,331,17
chr12,PF3D7_1206700,0.366,-2.497,199,12
chr12,PF3D7_1206800,0.206,-3.331,321,6
chr12,PF3D7_1206900,1,0.703,400,8
chr12,PF3D7_1207000,1,-0.871,1068,32
chr12,PF3D7_1207100,0.992,-2.589,439,19
chr12,PF3D7_1207200,1,-1.651,2039,24
chr12,PF3D7_1207300,0.99,0,51,2
chr12,PF3D7_1207400,0.137,-2.975,177,12
chr12,PF3D7_1207500,0.176,-3.255,37,1
chr12,PF3D7_1207600,0.715,-3.103,266,11
chr12,PF3D7_1207700,0.141,-2.858,80,1
chr12,PF3D7_1207800,1,0.267,877,24
chr12,PF3D7_1207900,0.371,-3.489,214,9
chr12,PF3D7_1208000,0.139,-3.406,32,1
chr12,PF3D7_1208100,0.137,-3.186,2681,40
chr12,PF3D7_1208200,1,-1.061,3584,48
chr12,PF3D7_1208300,0.122,-3.08,60,1
chr12,PF3D7_1208400,1,-1.474,725,25
chr12,PF3D7_1208500,1,-2.203,1939,61
chr12,PF3D7_1208600,0.144,-2.839,12,1
chr12,PF3D7_1208700,0.139,-2.799,191,9
chr12,PF3D7_1208800,1,-2.489,741,25
chr12,PF3D7_1208900,1,-2.475,431,11
chr12,PF3D7_1209000,0.38,-2.814,76,3
chr12,PF3D7_1209100,1,-2.442,672,18
chr12,PF3D7_1209200,0.519,-2.439,37,2
chr12,PF3D7_1209300,1,-1.082,548,11
chr12,PF3D7_1209400,0.502,-2.659,458,15
chr12,PF3D7_1209500,1,-2.516,476,27
chr12,PF3D7_1209600,0.132,-2.946,267,10
chr12,PF3D7_1209700,1,0.319,70,2
chr12,PF3D7_1209800,0.158,-3.146,60,3
chr12,PF3D7_1209900,1,-1.952,331,10
chr12,PF3D7_1210000,0.191,-3.282,95,2
chr12,PF3D7_1210100,0.13,-2.884,48,3
chr12,PF3D7_1210200,1,-1.333,1137,37
chr12,PF3D7_1210300,0.126,-2.902,127,3
chr12,PF3D7_1210400,0.432,-2.517,512,21
chr12,PF3D7_1210500,0.277,-3.309,214,11
chr12,PF3D7_1210600,0.978,-2.885,567,26
chr12,PF3D7_1210700,1,-0.751,295,15
chr12,PF3D7_1210900,0.181,-2.588,133,6
chr12,PF3D7_1211000,1,0.076,537,17
chr12,PF3D7_1211100,1,-2.169,92,1
chr12,PF3D7_1211200,0.119,-3.013,1203,39
chr12,PF3D7_1211300,0.999,-2.907,359,13
chr12,PF3D7_1211400,0.261,-2.79,12,1
chr12,PF3D7_1211500,0.386,-3.224,149,4
chr12,PF3D7_1211600,1,-1.364,1839,26
chr12,PF3D7_1211700,0.252,-2.757,24,1
chr12,PF3D7_1211800,0.272,-3.296,1,1
chr12,PF3D7_1211900,0.119,-3.089,462,19
chr12,PF3D7_1212000,0.133,-3.056,52,1
chr12,PF3D7_1212100,0.143,-3.15,216,10
chr12,PF3D7_1212200,0.131,-3.156,423,16
chr12,PF3D7_1212300,0.999,-1.224,449,16
chr12,PF3D7_1212400,0.131,-3.212,167,4
chr12,PF3D7_1212500,0.161,-2.732,72,6
chr12,PF3D7_1212600,0.144,-2.953,54,1
chr12,PF3D7_1212700,0.16,-2.765,316,12
chr12,PF3D7_1212800,0.828,-0.409,103,2
chr12,PF3D7_1212900,0.173,-2.746,430,18
chr12,PF3D7_1213000,,,32,3
chr12,PF3D7_1213200,1,-0.976,121,8
chr12,PF3D7_1213300,1,-1.394,66,9
chr12,PF3D7_1213400,0.178,-2.786,104,4
chr12,PF3D7_1213500,0.543,-3.236,200,10
chr12,PF3D7_1213600,0.929,-2.263,1,1
chr12,PF3D7_1213700,0.133,-3.188,19,2
chr12,PF3D7_1213800,0.12,-3.106,174,9
chr12,PF3D7_1213900,0.184,-2.806,521,17
chr12,PF3D7_1214000,0.955,-2.885,35,4
chr12,PF3D7_1214100,0.135,-2.876,387,10
chr12,PF3D7_1214200,1,-1.751,107,3
chr12,PF3D7_1214300,0.124,-3.107,142,9
chr12,PF3D7_1214400,0.248,-2.756,29,3
chr12,PF3D7_1214500,1,-1.522,78,3
chr12,PF3D7_1214600,0.303,-2.46,23,2
chr12,PF3D7_1214700,0.12,-2.953,34,3
chr12,PF3D7_1214800,0.12,-2.835,29,3
chr12,PF3D7_1214900,0.754,-2.246,33,3
chr12,PF3D7_1215000,0.171,-2.937,58,2
chr12,PF3D7_1215100,0.657,-3.006,392,11
chr12,PF3D7_1215200,0.992,-2.201,47,4
chr12,PF3D7_1215300,0.978,-2.429,7,2
chr12,PF3D7_1215400,0.15,-3.227,258,14
chr12,PF3D7_1215500,0.331,-3.321,10,1
chr12,PF3D7_1215600,0.127,-3.223,78,4
chr12,PF3D7_1215700,1,-2.343,1141,28
chr12,PF3D7_1215800,0.259,-2.335,211,11
chr12,PF3D7_1215900,0.992,-2.996,300,18
chr12,PF3D7_1216000,0.173,-3.204,247,14
chr12,PF3D7_1216100,0.125,-3.218,85,3
chr12,PF3D7_1216200,0.135,-3.106,84,7
chr12,PF3D7_1216300,0.129,-3.394,28,2
chr12,PF3D7_1216400,0.672,-2.907,480,22
chr12,PF3D7_1216500,1,1.33,73,7
chr12,PF3D7_1216600,0.123,-2.887,798,89
chr12,PF3D7_1216700,1,-2.741,429,24
chr12,PF3D7_1216800,,,1,1
chr12,PF3D7_1216900,0.137,-2.85,424,22
chr12,PF3D7_1217000,0.939,-2.119,51,2
chr12,PF3D7_1217100,0.926,-2.501,172,12
chr12,PF3D7_1217200,0.129,-2.915,668,14
chr12,PF3D7_1217300,0.36,-2.591,201,9
chr12,PF3D7_1217400,0.994,-2.511,457,19
chr12,PF3D7_1217500,0.167,-2.466,65,8
chr12,PF3D7_1217600,0.574,-2.208,115,6
chr12,PF3D7_1217700,0.434,-2.649,278,17
chr12,PF3D7_1217800,0.169,0,16,3
chr12,PF3D7_1217900,1,-2.577,265,12
chr12,PF3D7_1218000,0.224,-2.612,77,4
chr12,PF3D7_1218100,1,-0.54,121,5
chr12,PF3D7_1218200,0.128,-3.095,1862,33
chr12,PF3D7_1218300,0.22,-3.402,149,13
chr12,PF3D7_1218400,1,-2.15,59,4
chr12,PF3D7_1218500,0.13,-3.146,95,5
chr12,PF3D7_1218600,0.12,-2.898,120,10
chr12,PF3D7_1218700,1,-0.301,298,9
chr12,PF3D7_1218800,1,0.565,47,5
chr12,PF3D7_1218900,1,0.106,748,28
chr12,PF3D7_1219000,1,-2.285,604,17
chr12,PF3D7_1219100,0.121,-3.091,415,16
chr12,PF3D7_1219200,0.169,-2.851,,
chr12,PF3D7_1219300,1,0.67,,
chr12,PF3D7_1219400,0.988,-2.094,,
chr12,PF3D7_1219500,0.754,-2.212,,
chr12,PF3D7_1219600,0.119,-3.033,196,11
chr12,PF3D7_1219700,0.174,-2.863,32,3
chr12,PF3D7_1219800,0.169,-3.149,5,1
chr12,PF3D7_1219900,0.12,-3.096,65,5
chr12,PF3D7_1220000,0.214,-2.68,95,8
chr12,PF3D7_1220100,0.225,-2.701,242,12
chr12,PF3D7_1220200,1,-1.075,,
chr12,PF3D7_1220300,0.121,-2.97,1490,43
chr12,PF3D7_1220400,0.779,-2.514,347,15
chr12,PF3D7_1220500,0.162,-2.839,110,5
chr12,PF3D7_1220600,0.444,-3.248,135,8
chr12,PF3D7_1220700,1,-2.83,327,15
chr12,PF3D7_1220900,0.129,-3.236,23,1
chr12,PF3D7_1221000,1,-1.865,569,6
chr12,PF3D7_1221100,0.12,-2.71,113,10
chr12,PF3D7_1221200,0.119,-2.835,32,2
chr12,PF3D7_1221300,0.995,-2.534,317,3
chr12,PF3D7_1221400,1,-1.951,228,19
chr12,PF3D7_1221500,0.125,-3.128,305,9
chr12,PF3D7_1221600,0.169,-2.695,251,10
chr12,PF3D7_1221700,0.159,-3.294,195,10
chr12,PF3D7_1221800,0.309,-2.637,156,3
chr12,PF3D7_1221900,0.23,-3.345,537,18
chr12,PF3D7_1222000,0.999,-2.293,269,13
chr12,PF3D7_1222100,0.995,-3.033,119,6
chr12,PF3D7_1222300,0.148,-2.824,87,2
chr12,PF3D7_1222400,0.997,-2.553,865,21
chr12,PF3D7_1222500,0.149,-3.171,74,4
chr12,PF3D7_1222600,1,-2.72,1948,39
chr12,PF3D7_1222700,1,-1.808,21,1
chr12,PF3D7_1222800,0.592,-2.82,53,3
chr12,PF3D7_1222900,0.238,-3.259,181,7
chr12,PF3D7_1223000,0.122,-3.299,46,3
chr12,PF3D7_1223100,0.399,-2.62,69,6
chr12,PF3D7_1223200,0.124,-3.22,65,2
chr12,PF3D7_1223300,0.119,-3.116,264,9
chr12,PF3D7_1223400,0.126,-2.87,227,10
chr12,PF3D7_1223500,0.142,-2.828,1616,38
chr12,PF3D7_1223600,0.135,-3.199,488,16
chr12,PF3D7_1223700,0.903,-2.369,12,1
chr12,PF3D7_1223800,1,-0.31,60,4
chr12,PF3D7_1223900,0.144,-2.577,35,2
chr12,PF3D7_1224000,1,-2.119,124,9
chr12,PF3D7_1224100,0.946,-2.169,14,3
chr12,PF3D7_1224200,0.974,-2.452,144,10
chr12,PF3D7_1224300,0.149,-2.725,127,5
chr12,PF3D7_1224400,0.119,-3.218,193,9
chr12,PF3D7_1224500,0.411,-2.479,28,1
chr12,PF3D7_1224600,0.125,-3.069,46,2
chr12,PF3D7_1224700,0.12,-2.952,650,19
chr12,PF3D7_1224800,0.123,-2.94,84,6
chr12,PF3D7_1224900,0.985,0,14,1
chr12,PF3D7_1225000,0.14,-3.163,846,38
chr12,PF3D7_1225100,0.811,-3.027,570,22
chr12,PF3D7_1225200,0.121,-3.017,395,13
chr12,PF3D7_1225300,0.12,-2.827,148,7
chr12,PF3D7_1225400,0.177,-2.742,106,4
chr12,PF3D7_1225500,0.136,-3.105,134,6
chr12,PF3D7_1225600,0.761,-2.358,246,11
chr12,PF3D7_1225700,0.124,-3.115,527,20
chr12,PF3D7_1225800,0.121,-2.922,219,6
chr12,PF3D7_1225900,0.248,-3.506,224,11
chr12,PF3D7_1226000,0.559,-3.059,304,15
chr12,PF3D7_1226100,0.134,-2.761,105,11
chr12,PF3D7_1226200,0.126,-2.877,199,8
chr12,PF3D7_1226300,0.959,-2.598,20,3
chr12,PF3D7_1226400,0.123,-3.138,353,15
chr12,PF3D7_1226500,0.13,-2.935,866,27
chr12,PF3D7_1226600,0.131,-3.303,14,1
chr12,PF3D7_1226700,1,-1.894,210,10
chr12,PF3D7_1226800,0.121,-2.924,64,2
chr12,PF3D7_1226900,1,-1.134,126,5
chr12,PF3D7_1227000,0.143,-3.468,55,1
chr12,PF3D7_1227100,1,0.194,435,19
chr12,PF3D7_1227200,0.125,-2.944,913,31
chr12,PF3D7_1227300,0.235,-2.651,583,13
chr12,PF3D7_1227400,1,-1.107,465,9
chr12,PF3D7_1227500,0.997,-2.712,2664,40
chr12,PF3D7_1227600,0.246,-2.617,575,24
chr12,PF3D7_1227700,1,0.291,230,14
chr12,PF3D7_1227800,0.731,-2.938,306,17
chr12,PF3D7_1227900,0.127,-2.986,322,25
chr12,PF3D7_1228000,0.229,-2.957,38,2
chr12,PF3D7_1228100,1,0.023,167,7
chr12,PF3D7_1228200,0.219,-2.758,354,12
chr12,PF3D7_1228300,0.806,-2.349,121,8
chr12,PF3D7_1228400,0.218,-2.632,26,1
chr12,PF3D7_1228500,0.134,-3.241,105,3
chr12,PF3D7_1228600,0.39,-3.212,404,24
chr12,PF3D7_1228700,1,-2.702,401,18
chr12,PF3D7_1228800,1,-2.425,553,7
chr12,PF3D7_1228900,0.135,-3.065,270,15
chr12,PF3D7_1229000,0.124,-3.063,594,16
chr12,PF3D7_1229100,1,-1.328,1236,23
chr12,PF3D7_1229300,1,-1.818,829,36
chr12,PF3D7_1229400,0.996,0,20,3
chr12,PF3D7_1229500,0.151,-2.822,43,2
chr12,PF3D7_1229600,0.462,-2.449,452,15
chr12,PF3D7_1229700,0.776,-3.051,28,1
chr12,PF3D7_1229800,0.998,-2.59,1340,24
chr12,PF3D7_1229900,1,-0.234,160,3
chr12,PF3D7_1230000,1,-0.033,490,7
chr12,PF3D7_1230100,0.728,-2.293,217,14
chr12,PF3D7_1230200,1,-2.512,,
chr12,PF3D7_1230300,1,-1.467,60,4
chr12,PF3D7_1230400,0.431,-2.873,15,1
chr12,PF3D7_1230500,0.12,-3.108,225,5
chr12,PF3D7_1230600,0.142,-2.805,24,1
chr12,PF3D7_1230700,0.989,-1.951,480,23
chr12,PF3D7_1230800,0.219,-2.677,142,7
chr12,PF3D7_1230900,0.248,-2.75,344,20
chr12,PF3D7_1231000,1,-0.034,423,13
chr12,PF3D7_1231100,0.165,-3.157,4,1
chr12,PF3D7_1231200,1,-1.256,148,3
chr12,PF3D7_1231300,1,-1.516,288,9
chr12,PF3D7_1231400,0.152,-2.784,650,23
chr12,PF3D7_1231500,0.449,0,2,1
chr12,PF3D7_1231600,0.47,-2.544,300,14
chr12,PF3D7_1231700,0.122,-3.074,22,1
chr12,PF3D7_1231800,1,-1.598,1090,25
chr12,PF3D7_1231900,0.12,-2.962,510,17
chr12,PF3D7_1232000,0.221,-2.709,161,6
chr12,PF3D7_1232100,0.148,-2.575,76,7
chr12,PF3D7_1232200,0.2,-2.776,37,2
chr12,PF3D7_1232300,0.208,-3.279,37,3
chr12,PF3D7_1232400,1,-2.758,230,15
chr12,PF3D7_1232500,1,-0.591,410,21
chr12,PF3D7_1232600,0.122,-2.998,166,9
chr12,PF3D7_1232700,0.129,-2.852,178,12
chr12,PF3D7_1232800,0.146,-3.357,45,5
chr12,PF3D7_1232900,0.124,-3.025,94,4
chr12,PF3D7_1233000,0.119,-3.012,123,3
chr12,PF3D7_1233050,,,11,2
chr12,PF3D7_1233100,0.373,-3.77,47,3
chr12,PF3D7_1233200,1,-0.591,1934,32
chr12,PF3D7_1233300,0.138,-2.893,721,19
chr12,PF3D7_1233400,0.975,-2.538,279,15
chr12,PF3D7_1233600,0.984,-2.832,1100,5
chr12,PF3D7_1233700,0.144,-2.908,327,17
chr12,PF3D7_1233800,0.124,-3.151,53,3
chr12,PF3D7_1233900,0.12,-2.955,611,14
chr12,PF3D7_1234000,0.119,-3.015,97,5
chr12,PF3D7_1234100,0.918,-2.923,1206,12
chr12,PF3D7_1234200,1,0.005,,
chr12,PF3D7_1234300,0.125,-3.201,53,2
chr12,PF3D7_1234400,0.176,-2.691,214,7
chr12,PF3D7_1234500,0.995,-2.891,113,8
chr12,PF3D7_1234600,0.126,-3.117,271,10
chr12,PF3D7_1234700,1,-0.975,566,24
chr12,PF3D7_1234800,0.608,-2.515,173,3
chr12,PF3D7_1234900,0.97,-1.957,53,1
chr12,PF3D7_1235000,0.999,-1.305,126,6
chr12,PF3D7_1235100,1,0,12,4
chr12,PF3D7_1235200,0.462,-2.43,314,7
chr12,PF3D7_1235300,0.364,-2.642,740,28
chr12,PF3D7_1235400,0.214,-2.711,403,20
chr12,PF3D7_1235500,0.498,-2.51,164,8
chr12,PF3D7_1235600,0.126,-2.803,29,3
chr12,PF3D7_1235700,0.622,-2.512,46,1
chr12,PF3D7_1235800,1,-0.514,585,16
chr12,PF3D7_1235900,0.885,-2.759,401,18
chr12,PF3D7_1236000,0.132,-2.891,178,11
chr12,PF3D7_1236100,0.563,-2.39,92,3
chr12,PF3D7_1236200,1,0.225,423,15
chr12,PF3D7_1236300,0.735,-2.714,164,9
chr12,PF3D7_1236400,0.184,-3.254,182,13
chr12,PF3D7_1236500,1,-0.615,120,10
chr12,PF3D7_1236600,0.12,-2.715,44,3
chr12,PF3D7_1236650,,,9,1
chr12,PF3D7_1236700,0.152,-3.176,226,11
chr12,PF3D7_1236800,1,-2.418,154,4
chr12,PF3D7_1236900,0.569,-2.314,172,11
chr12,PF3D7_1237000,0.159,-2.872,324,13
chr12,PF3D7_1237100,0.127,-2.919,137,0
chr12,PF3D7_1237200,1,-1.328,192,5
